 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |      morph. type      |   ang. size   |#bib|#not
1   |UGC 836                            |G  |01 18 59.4210922213 +44 17 11.036445854|0.038417    |     ~|16.0  |     ~|     ~|     ~|~              |E D ~                  |0.463 0.417    |   8|   0
20  |UGC 11257                          |G  |18 28 58.3815858423 +53 56 11.939310565|0.048848    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.557 0.301    |   8|   0
21  |UGC 1285                           |G  |01 59 00.8494343197 +86 40 25.335877694|0.015527    |     ~|14.50 |     ~|     ~|     ~|~              |Sb D ~                  |0.623 0.511    |  32|   0
22  |UGC 11147                          |G  |18 10 57.0330105813 +53 20 13.946642704|0.04809     |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.740 0.326    |   8|   0
23  |UGC 11116                          |G  |18 03 41.990 +67 03 06.96              |0.02593     |     ~|15.3  |     ~|13.88 |     ~|~              |Sb D ~                  |0.590 0.271    |  20|   0
24  |UGC 3372                           |G  |05 57 06.2863102697 +76 30 32.707285203|0.01665     |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.677 0.230    |   8|   0
25  |UGC 3276                           |G  |05 21 16.320 +76 21 20.60              |0.008349    |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |1.220 0.244    |  21|   0
26  |UGC 11028                          |G  |17 52 05.757 +60 35 52.37              |0.0210      |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.590 0.212    |  15|   0
27  |UGC 10982                          |G  |17 46 02.285 +59 19 22.98              |0.029234    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.773 0.170    |  17|   0
28  |UGC 3417                           |G  |06 12 22.5343459502 +51 31 17.080587105|0.0282      |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |1.063 0.276    |  13|   0
29  |2MFGC 13818                        |G  |17 20 57.546 +62 44 29.64              |0.06950     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.467 0.140    |   8|   0
30  |UGC 10447                          |G  |16 28 19.094 +80 21 16.50              |0.023690    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.910 0.364    |  21|   0
31  |UGC 4262                           |G  |08 19 02.783 +83 15 58.94              |0.019000    |     ~|14.2  |     ~|     ~|     ~|~              |Sb D ~                  |0.770 0.554    |  25|   0
32  |2MASX J06340418+7046520            |G  |06 34 04.186 +70 46 52.09              |0.0560      |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.207 0.141    |   4|   0
33  |UGC 3609                           |G  |06 59 22.756 +69 16 14.32              |0.03979     |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.713 0.385    |   7|   0
34  |MCG+08-12-024                      |G  |06 24 55.078 +49 30 32.09              |0.01953     |     ~|14.9  |     ~|     ~|     ~|~              |Sb D ~                  |0.577 0.404    |  18|   1
35  |UGC 10838                          |G  |17 23 53.672 +48 28 44.80              |0.0171      |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |0.787 0.220    |  21|   0
36  |UGC 10846                          |G  |17 24 23.013 +49 55 45.32              |0.0285      |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |0.780 0.203    |  13|   0
37  |2MASX J17111150+5650211            |G  |17 11 11.506 +56 50 21.14              |0.0644      |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.273 0.120    |   3|   0
38  |2MFGC 13857                        |G  |17 25 06.852 +56 52 42.03              |0.02838     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.753 0.151    |  16|   0
39  |UGC 9881                           |G  |15 27 13.0357748433 +79 48 12.994247646|0.04940     |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.750 0.270    |   7|   0
40  |UGC 4714                           |G  |09 03 15.2412516140 +78 33 46.791827371|0.004196    |     ~|13.7  |     ~|     ~|     ~|~              |Sb D ~                  |0.753 0.437    |  31|   0
41  |UGC 3507                           |G  |06 41 22.7438614070 +53 44 46.377414221|0.035334    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |0.610 0.403    |  12|   0
42  |UGC 3526                           |G  |06 45 35.6658131088 +53 27 14.175929860|0.035874    |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |1.073 0.215    |  11|   0
43  |UGC 10750                          |G  |17 11 38.086 +49 33 49.81              |0.028767    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.607 0.279    |   9|   0
44  |UGC 10701                          |G  |17 05 06.877 +52 42 22.51              |0.034930    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.590 0.177    |  14|   0
45  |UGC 10536                          |G  |16 44 06.0503878024 +62 05 14.512520323|0.018616    |     ~|15.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.697 0.320    |  16|   0
46  |UGC 10425                          |G  |16 28 56.272 +64 12 25.07              |0.019870    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |1.020 0.245    |  22|   0
47  |IC 1201                            |G  |16 05 41.657 +69 35 37.42              |0.02365     |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.567 0.227    |   7|   0
48  |UGC 9453                           |G  |14 36 12.938 +78 55 02.49              |0.04646     |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.640 0.192    |   9|   0
49  |UGC 8164                           |G  |13 02 18.3450561642 +78 32 31.663238347|0.022129    |     ~|15.2  |     ~|     ~|     ~|~              |Sb D ~                  |0.547 0.284    |  14|   0
50  |UGC 8183                           |G  |13 04 10.576 +78 23 16.80              |0.02257     |     ~|15.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.697 0.223    |  10|   0
51  |UGC 8002                           |G  |12 49 52.9029969319 +80 36 19.527303864|0.034167    |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.797 0.319    |   8|   0
52  |UGC 7058                           |G  |12 04 07.822 +79 22 54.94              |0.03948     |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |0.463 0.278    |   5|   0
53  |NGC 3197                           |G  |10 14 27.634 +77 49 12.90              |0.026975    |     ~|14.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.633 0.545    |  20|   0
54  |UGC 5402                           |G  |10 04 59.5989025609 +79 16 17.453154078|0.029954    |     ~|14.80 |     ~|     ~|     ~|~              |Sb D ~                  |0.713 0.457    |  25|   0
55  |UGC 3945                           |G  |07 40 26.494 +69 03 31.10              |0.02178     |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |0.657 0.263    |   9|   0
56  |UGC 3908                           |G  |07 35 38.840 +66 24 54.39              |0.03932     |     ~|16.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.843 0.186    |  16|   0
57  |UGC 3893                           |G  |07 32 56.052 +64 59 33.03              |0.01843     |     ~|14.7  |     ~|     ~|     ~|~              |Sb D ~                  |0.637 0.458    |  11|   0
58  |2MASX J16574366+5224080            |G  |16 57 43.6892813806 +52 24 08.350800094|0.03535     |     ~|15.50 |     ~|     ~|     ~|~              |Sb D ~                  |0.383 0.230    |  16|   0
59  |UGC 10515                          |G  |16 41 06.478 +59 19 26.25              |0.01830     |     ~|15.1  |     ~|     ~|     ~|~              |Sb D ~                  |0.457 0.329    |   5|   0
60  |Mrk 261                            |G  |13 30 00.300 +75 34 07.72              |0.030929    |     ~|15.3  |     ~|     ~|     ~|~              |Sb D ~                  |0.273 0.251    |  18|   1
61  |UGC 6065                           |G  |11 00 25.741 +76 55 44.37              |0.02603     |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.520 0.208    |   7|   0
62  |UGC 10456                          |G  |16 34 14.960 +52 56 27.78              |0.029150    |     ~|15.1  |     ~|     ~|     ~|~              |Sb D ~                  |0.677 0.379    |  18|   0
63  |UGC 10408                          |G  |16 27 48.732 +56 01 36.62              |0.0308      |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.860 0.189    |  12|   0
64  |UGC 9529                           |G  |14 45 54.430 +68 55 47.20              |0.02959     |     ~|15.2  |     ~|     ~|     ~|~              |Sb D ~                  |1.287 0.283    |  13|   0
65  |UGC 8732                           |G  |13 47 07.7522250186 +72 04 13.254586708|0.03004     |     ~|15.1  |     ~|     ~|     ~|~              |Sb D ~                  |0.657 0.355    |  12|   0
66  |2MASX J09191750+6859442            |G  |09 19 17.4233061996 +68 59 44.216920329|0.00171     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.467 0.392    |   2|   0
67  |UGC 4033                           |G  |07 49 46.859 +61 21 18.12              |0.019797    |     ~|14.9  |     ~|     ~|     ~|~              |Sb D ~                  |0.597 0.370    |  14|   0
68  |LEDA 93000                         |G  |16 28 16.86 +47 26 27.3                |0.053       |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.48  0.13    |   4|   0
69  |2MASX J16120357+5247260            |G  |16 12 03.578 +52 47 26.08              |0.0633      |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.367 0.139    |   5|   0
70  |2MFGC 12998                        |G  |16 10 32.1299155894 +52 25 00.805761872|0.10386     |     ~|17.59 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.357 0.093    |   9|   0
71  |2MASX J16083533+5350202            |G  |16 08 35.336 +53 50 20.01              |0.06266     |21.09 |     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.243 0.102    |   9|   0
72  |2MASX J16143685+5416341            |G  |16 14 36.852 +54 16 34.13              |0.077       |20.89 |     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.220 0.101    |   4|   0
73  |UGC 10251                          |G  |16 09 58.740 +56 37 42.44              |0.03163     |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.587 0.235    |   7|   0
74  |UGC 6530                           |G  |11 33 04.1574872897 +72 06 39.144089034|0.04356     |     ~|15.1  |     ~|     ~|     ~|~              |Sb D ~                  |0.757 0.454    |  12|   0
75  |2MASX J11392688+7216117            |G  |11 39 26.7856684379 +72 16 11.574242394|0.0219      |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.250 0.225    |   4|   0
76  |UGC 5386                           |G  |10 02 40.9616572730 +70 44 30.593876623|0.03513     |     ~|15.2  |     ~|     ~|     ~|~              |Sb D ~                  |0.593 0.415    |  12|   0
77  |UGC 4981                           |G  |09 24 01.985 +68 33 44.53              |0.01324     |     ~|14.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.633 0.253    |  14|   0
78  |2MASX J08101547+5749097            |G  |08 10 15.476 +57 49 09.73              |0.025852    |     ~|17.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.313 0.144    |  13|   0
79  |2MFGC 13273                        |G  |16 34 33.435 +43 55 19.31              |0.04794     |     ~|17.03 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.347 0.099    |  11|   0
80  |2MFGC 12851                        |G  |16 01 22.573 +50 31 24.94              |0.06356     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.417 0.117    |   6|   0
81  |MCG+09-26-023                      |G  |15 53 11.934 +54 46 29.75              |0.0401      |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.387 0.162    |   6|   0
82  |UGC 7741                           |G  |12 34 24.203 +69 50 34.26              |0.0282      |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.747 0.149    |   8|   0
83  |2MASX J12193907+6843299            |G  |12 19 39.071 +68 43 29.99              |0.064       |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.397 0.151    |   4|   0
84  |Mrk 183                            |G  |11 38 49.9854617563 +68 32 44.516237452|0.040905    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |0.323 0.233    |   8|   0
85  |MCG+11-14-001                      |G  |10 57 15.999 +66 45 10.85              |0.03782     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.600 0.204    |  14|   0
86  |MCG+08-29-050                      |G  |16 10 14.971 +47 03 42.39              |0.02991     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.560 0.146    |  12|   0
87  |LEDA 2447854                       |G  |15 23 16.520 +53 40 53.79              |0.10024     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.63  0.22    |   5|   0
88  |2MASX J14371842+6117011            |G  |14 37 18.3985824340 +61 17 00.831151064|0.0521      |     ~|     ~|     ~|     ~|     ~|~              |Sb D 1998PAZh...24..736M|0.260 0.192    |   3|   0
89  |2MASX J13483081+6307488            |G  |13 48 30.870 +63 07 49.18              |0.03164     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.377 0.151    |   7|   0
90  |2MASX J10515441+6543060            |G  |10 51 54.4091156851 +65 43 06.262691386|0.0427      |     ~|17.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.150 0.150    |   4|   0
91  |MCG+10-15-006                      |G  |10 04 19.871 +61 44 22.00              |0.03686     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.210 0.100    |   6|   0
92  |LEDA 26955                         |G  |09 30 09.041 +60 28 05.37              |0.013976    |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.52  0.23    |  44|   0
93  |MCG+10-13-038                      |G  |08 55 41.0730182965 +57 34 22.665440706|0.04004     |     ~|15.6  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.327 0.144    |  13|   1
94  |MCG+08-15-028                      |G  |07 57 43.402 +46 29 33.26              |0.05233     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.497 0.139    |   7|   0
95  |MCG+09-24-055                      |G  |14 54 34.655 +55 03 09.18              |0.046043    |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.473 0.151    |   6|   0
96  |MCG+09-24-051                      |G  |14 53 14.906 +56 09 44.37              |0.03815     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.737 0.221    |  14|   0
97  |MCG+10-20-032                      |G  |13 47 52.705 +61 18 42.91              |0.03546     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.407 0.130    |   8|   0
98  |MCG+11-16-017                      |G  |13 21 08.445 +62 45 00.19              |0.03449     |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.473 0.133    |  10|   0
99  |2MASX J12020274+6415171            |G  |12 02 02.747 +64 15 17.19              |0.03449     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.293 0.111    |   4|   0
100 |2MFGC 8990                         |G  |11 29 24.349 +61 58 34.28              |0.04866     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.607 0.146    |  11|   0
101 |LEDA 93042                         |G  |09 22 16.473 +57 34 50.11              |0.04607     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.58  0.13    |   6|   0
102 |2MASX J09051136+5359299            |G  |09 05 11.367 +53 59 29.98              |0.06426     |     ~|17.37 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.207 0.112    |   7|   0
103 |2MASX J08364841+5242558            |G  |08 36 48.4237588856 +52 42 55.672636134|0.04203     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.303 0.170    |  11|   0
104 |2MASX J08490469+5253440            |G  |08 49 04.7278818640 +52 53 44.253897544|0.0305      |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.350 0.126    |   3|   0
105 |2MASX J08335954+4931465            |G  |08 33 59.4964232562 +49 31 46.260059030|0.05290     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.277 0.138    |   4|   0
106 |2MASX J08454233+5112437            |G  |08 45 42.338 +51 12 43.74              |0.09798     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.307 0.110    |   4|   0
107 |2MASX J07491555+4218468            |G  |07 49 15.5253667442 +42 18 47.102686602|0.04216     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.383 0.138    |   5|   0
108 |2MFGC 6190                         |G  |07 48 40.113 +43 33 41.22              |0.03136     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.547 0.131    |   7|   0
109 |UGC 9883                           |G  |15 31 21.284 +47 01 24.43              |0.020968    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.133 0.133    |  21|   0
110 |UGC 9600                           |G  |14 55 07.857 +51 01 12.95              |0.02618     |     ~|17    |     ~|     ~|     ~|~              |Sb D ~                  | 0.95  0.28    |   9|   0
111 |UGC 9370                           |G  |14 33 07.534 +52 58 45.02              |0.04460     |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.563 0.327    |  12|   0
112 |MCG+10-15-113                      |G  |10 36 25.1617883429 +60 09 28.653861538|0.07278     |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.513 0.175    |   6|   0
113 |2MASX J10213786+5823133            |G  |10 21 37.8920376464 +58 23 13.721767039|0.04438     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.377 0.136    |   5|   0
114 |2MFGC 6972                         |G  |08 53 51.852 +49 20 47.32              |0.051591    |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.380 0.106    |   9|   0
115 |2MASX J07573630+4106523            |G  |07 57 36.2920845181 +41 06 52.631918648|0.041490    |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.260 0.120    |   7|   0
116 |Mrk 253                            |G  |13 20 24.906 +56 26 13.99              |0.02086     |     ~|16.24 |     ~|     ~|     ~|~              |Sb D ~                  |0.440 0.176    |  20|   0
117 |MCG+09-16-049                      |G  |09 47 45.190 +54 24 54.09              |0.04674     |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.367 0.154    |   4|   0
118 |2MFGC 7567                         |G  |09 45 54.9335686445 +53 53 13.630180127|0.049350    |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.447 0.134    |  12|   0
119 |LEDA 90957                         |G  |09 53 08.172 +54 21 43.63              |0.02498     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.52  0.14    |   5|   0
120 |MCG+09-16-055                      |G  |09 50 03.691 +54 29 05.86              |0.03176     |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.457 0.137    |  16|   0
121 |MCG+09-16-007                      |G  |09 22 38.372 +50 45 54.23              |0.0269      |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.387 0.139    |   8|   0
122 |MCG+09-16-015                      |G  |09 25 22.602 +50 33 13.21              |0.02530     |     ~|15.7  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.567 0.159    |  16|   0
123 |2MFGC 7037                         |G  |09 00 50.804 +49 19 14.57              |0.05166     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.420 0.118    |   6|   0
124 |2MASX J08405941+4534158            |G  |08 40 59.352 +45 34 14.88              |0.03710     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.240 0.101    |   5|   0
125 |LEDA 23744                         |G  |08 28 03.474 +42 20 26.78              |0.03609     |     ~|17    |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.47  0.26    |   5|   0
126 |2MASX J08234254+4208044            |G  |08 23 42.546 +42 08 04.50              |0.03742     |     ~|16.75 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.333 0.133    |   6|   0
127 |MCG+08-27-021                      |G  |14 43 31.626 +48 11 58.37              |0.03701     |     ~|16    |     ~|     ~|     ~|~              |Sb D 2010AJ....139.2525H|0.483 0.203    |   7|   0
128 |MCG+09-20-091                      |G  |12 05 43.8794409668 +53 11 03.040608532|0.05109     |     ~|15.7  |     ~|     ~|     ~|~              |Sb D 2010AJ....139.2525H|0.530 0.276    |  11|   0
129 |UGC 7708                           |G  |12 33 11.114 +48 02 58.31              |0.03052     |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.770 0.216    |  14|   0
130 |UGC 2571                           |G  |03 10 29.339 +22 53 56.58              |0.035171    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.597 0.155    |   8|   0
131 |UGC 2549                           |G  |03 08 00.1106669911 +23 38 33.392656001|0.034541    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.440 0.246    |   9|   0
132 |MCG+00-08-082                      |G  |03 04 36.5647538241 -00 02 14.690088863|0.02309     |     ~|15.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.567 0.238    |  13|   0
133 |LEDA 90657                         |G  |03 08 24.601 -00 33 31.01              |0.07795     |     ~|16.88 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.340 0.102    |  10|   0
134 |2MFGC 2501                         |G  |03 04 37.885 -06 57 09.51              |0.03105     |     ~|16.75 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.713 0.143    |  18|   0
135 |ESO 547-10                         |G  |03 08 35.447 -17 43 24.73              |0.02252     |     ~|15.65 |     ~|14.41 |     ~|~              |Sb D ~                  |0.500 0.240    |   8|   0
136 |ESO 547-4                          |G  |03 03 30.807 -20 10 31.53              |0.011143    |     ~|15.02 |     ~|14.14 |     ~|~              |Sb D ~                  |0.363 0.218    |  23|   0
137 |ESO 480-24                         |G  |03 03 09.392 -23 11 55.81              |0.036542    |     ~|14.95 |     ~|13.89 |     ~|~              |Sb D ~                  |0.447 0.277    |  14|   0
138 |ESO 480-37                         |G  |03 09 08.01 -25 32 50.8                |0.0132      |     ~|15.45 |     ~|14.65 |     ~|~              |Sb D ~                  | 1.26  0.32    |   3|   0
139 |ESO 417-16                         |G  |03 05 44.5298137324 -28 43 03.102063542|0.0721      |     ~|15.79 |     ~|14.64 |     ~|~              |Sb D ~                  |0.437 0.253    |   9|   0
140 |UGC 2597                           |G  |03 13 19.333 +17 59 22.20              |0.034687    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.493 0.227    |  16|   0
141 |UGC 2599                           |G  |03 13 38.044 +02 45 27.64              |0.038337    |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.863 0.259    |  10|   0
142 |UGC 2677                           |G  |03 19 57.1877871057 +03 35 24.897968614|0.023069    |     ~|15.2  |     ~|     ~|     ~|~              |Sb D ~                  |0.693 0.319    |  19|   0
143 |LEDA 90661                         |G  |03 11 36.444 -00 33 41.67              |0.0233      |     ~|16.94 |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.52  0.14    |   6|   0
144 |MCG-01-09-017                      |G  |03 13 24.2340708628 -08 12 44.699178118|0.017271    |     ~|15    |     ~|14.20 |     ~|~              |Sb D 2006A&A...445..765K|0.750 0.225    |  21|   0
145 |2MASX J03240020+1610578            |G  |03 24 00.1879028407 +16 10 58.061696498|0.038804    |     ~|14.80 |     ~|     ~|     ~|~              |Sb D ~                  |0.483 0.290    |  29|   0
146 |UGC 2703                           |G  |03 22 34.3857536059 +14 54 49.343140936|0.034443    |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |1.147 0.275    |  17|   0
147 |MCG+00-09-079                      |G  |03 24 06.508 -01 03 28.29              |0.02523     |     ~|15.7  |     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.650 0.169    |  20|   0
148 |LEDA 1150259                       |G  |03 32 15.656 -00 09 56.29              |0.08460     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.317 0.108    |   7|   0
149 |ESO 482-1                          |G  |03 31 19.0920858360 -26 33 42.718905860|0.014463    |     ~|14.83 |     ~|13.64 |     ~|~              |Sb D ~                  |0.687 0.233    |  25|   0
150 |ESO 418-6                          |G  |03 29 21.178 -28 08 00.09              |0.03791     |     ~|14.83 |     ~|13.67 |     ~|~              |Sb D ~                  |0.620 0.335    |  20|   0
151 |LEDA 90688                         |G  |03 40 29.714 +00 52 20.81              |0.04069     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.303 0.121    |  11|   0
152 |2MASX J03372523-0014445            |G  |03 37 25.224 -00 14 45.14              |0.048306    |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.267 0.123    |   5|   0
153 |ESO 482-20                         |G  |03 38 35.844 -26 31 11.54              |0.04190     |     ~|15.69 |     ~|14.28 |     ~|~              |Sb D ~                  |0.543 0.206    |  11|   0
154 |ESO 301-26                         |G  |03 42 01.3911984355 -39 19 56.037740241|0.041969    |     ~|15.10 |     ~|13.96 |     ~|~              |Sb D ~                  |0.467 0.252    |  12|   0
155 |2MASX J03550483+2736316            |G  |03 55 04.8106188268 +27 36 31.234039302|0.018716    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  |0.660 0.317    |  10|   0
156 |ESO 549-31                         |G  |03 54 24.659 -19 11 25.07              |0.025054    |     ~|14.86 |     ~|13.34 |     ~|~              |Sb D ~                  |0.540 0.259    |  26|   0
157 |ESO 419-6                          |G  |03 46 48.2208527414 -29 56 21.332038665|0.042519    |     ~|14.85 |     ~|13.73 |     ~|~              |Sb D ~                  |0.480 0.394    |  15|   0
158 |ESO 359-1                          |G  |03 50 09.2053507896 -34 45 16.204958841|0.06041     |     ~|16.67 |     ~|15.67 |     ~|~              |Sb D ~                  |0.287 0.138    |   6|   0
159 |ESO 302-7                          |G  |03 47 06.288 -37 22 40.25              |0.019177    |     ~|15.03 |     ~|12.69 |     ~|~              |Sb D ~                  |0.377 0.211    |  23|   0
160 |UGC 2922                           |G  |04 00 46.068 +17 34 59.34              |0.017395    |     ~|16.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.810 0.340    |  16|   0
161 |2MASX J04014892-0541359            |G  |04 01 48.915 -05 41 36.29              |0.070469    |     ~|16.96 |     ~|15.72 |     ~|~              |Sb D 2006A&A...445..765K|0.383 0.130    |   5|   0
162 |ESO 549-38                         |G  |03 56 37.4368163663 -18 03 42.360870141|0.021341    |     ~|14.92 |     ~|13.62 |     ~|~              |Sb D ~                  |0.340 0.299    |  14|   0
163 |ESO 550-2                          |G  |04 04 29.6944665714 -17 54 16.102641367|0.027069    |     ~|15.34 |     ~|14.10 |     ~|~              |Sb D ~                  |0.483 0.203    |  30|   0
164 |ESO 549-48                         |G  |04 01 30.707 -19 13 39.21              |0.013996    |     ~|15.36 |     ~|14.03 |     ~|~              |Sb D ~                  |0.470 0.169    |   9|   0
165 |NGC 1486                           |G  |03 56 18.725 -21 49 15.87              |0.024700    |     ~|15.21 |     ~|13.95 |     ~|~              |Sb D ~                  |0.380 0.251    |  14|   0
166 |ESO 549-46                         |G  |04 00 27.997 -20 46 54.13              |0.042745    |     ~|15.42 |     ~|13.73 |     ~|~              |Sb D ~                  |0.497 0.248    |  15|   0
167 |ESO 483-2                          |G  |03 57 13.157 -25 23 55.15              |0.014930    |     ~|14.85 |     ~|     ~|     ~|~              |Sb D ~                  |0.250 0.170    |  18|   0
168 |UGC 2968                           |G  |04 09 08.825 +17 06 42.04              |0.024290    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |1.357 0.353    |  18|   0
